Row,ID,Height,Weight (in),Release Clause (Eur),Value (Eur),Wage (Eur)
14256,227185,67,146,365000,270000,1000
14257,235633,74,165,1000000,425000,1000
14258,239985,72,170,720000,400000,1000
14259,228210,76,183,471000,325000,1000
14260,237170,67,150,12000000,550000,1000
14261,240242,73,190,,450000,4000
14262,231539,69,157,11000000,525000,2000
14263,239731,72,165,581000,375000,1000
14264,241523,73,143,945000,450000,4000
14265,242035,69,159,618000,325000,2000
14266,242803,73,183,616000,425000,1000
14267,189811,71,183,473000,270000,2000
14268,228212,75,181,,450000,1000
14269,244085,71,165,578000,350000,1000
14270,243318,71,165,920000,400000,3000
14271,204151,76,185,356000,250000,1000
14272,224887,69,159,780000,400000,2000
14273,174199,75,187,245000,140000,2000
14274,244855,69,157,680000,400000,2000
14275,191863,72,161,430000,200000,2000
14276,237688,75,165,630000,350000,1000
14277,238456,73,209,556000,250000,1000
14278,243832,68,150,427000,280000,1000
14279,238969,79,187,438000,240000,1000
14280,244601,73,176,11000000,525000,1000
14281,232826,69,157,619000,375000,2000
14282,225915,69,159,680000,400000,3000
14283,234107,71,159,1000000,475000,2000
14284,234619,75,187,,325000,4000
14285,235387,76,192,630000,350000,1000
14286,246139,72,172,12000000,450000,4000
14287,219260,76,196,450000,250000,2000
14288,242556,71,157,,300000,1000
14289,244348,69,148,713000,375000,6000
14290,244349,72,159,12000000,500000,3000
14291,192125,71,168,305000,230000,1000
14292,216190,70,150,593000,325000,3000
14293,224894,65,137,863000,375000,4000
14294,239742,76,185,1000000,450000,2000
14295,245630,69,152,13000000,500000,1000
14296,215423,67,141,458000,300000,2000
14297,237695,76,163,540000,300000,5000
14298,244095,70,154,619000,375000,1000
14299,245375,67,159,578000,350000,3000
14300,152961,71,159,189000,140000,1000
14301,244097,77,196,619000,375000,1000
14302,245633,70,154,569000,325000,1000
14303,234882,71,174,270000,200000,1000
14304,245634,66,130,656000,375000,1000
14305,192898,70,143,372000,240000,1000
14306,228483,76,176,464000,350000,2000
14307,233603,74,176,420000,240000,2000
14308,241283,74,172,675000,375000,2000
14309,244099,69,150,780000,400000,1000
14310,244611,71,172,810000,450000,7000
14311,140164,74,190,34000,20000,1000
14312,238980,72,150,12000000,550000,1000
14313,241540,70,161,680000,400000,1000
14314,244100,67,143,619000,375000,1000
14315,241029,70,165,680000,400000,2000
14316,244357,73,176,358000,220000,1000
14317,212358,66,163,425000,270000,1000
14318,233606,65,150,713000,375000,3000
14319,239494,75,181,,425000,3000
14320,244102,72,168,495000,300000,1000
14321,245894,70,163,16000000,500000,2000
14322,220807,73,172,735000,350000,3000
14323,242055,73,176,508000,350000,1000
14324,243847,71,168,17000000,575000,5000
14325,245895,71,165,13000000,475000,3000
14326,203145,75,163,475000,260000,2000
14327,206217,72,185,431000,325000,1000
14328,211593,70,141,585000,300000,2000
14329,235401,76,183,419000,250000,1000
14330,242569,71,163,986000,475000,1000
14331,244105,70,141,855000,450000,4000
14332,204426,69,157,345000,260000,1000
14333,211594,71,161,412000,270000,1000
14334,242826,73,168,797000,425000,1000
14335,224651,72,174,452000,210000,2000
14336,200844,71,159,390000,240000,1000
14337,163212,74,165,245000,140000,1000
14338,236940,73,165,956000,425000,6000
14339,242060,69,146,577000,325000,6000
14340,193164,75,170,385000,230000,6000
14341,202125,76,209,,250000,4000
14342,235661,70,165,11000000,525000,1000
14343,232590,68,168,313000,250000,2000
14344,209040,66,126,297000,180000,4000
14345,209552,72,161,414000,240000,3000
14346,172944,71,174,333000,190000,3000
14347,243344,77,187,536000,325000,1000
14348,200593,72,172,213000,170000,1000
14349,163985,74,170,100000,80000,2000
14350,230801,72,139,500000,290000,4000
14351,244881,71,165,13000000,475000,1000
14352,240274,76,198,383000,210000,3000
14353,243346,73,176,427000,280000,1000
14354,243602,70,159,634000,325000,1000
14355,163731,69,154,263000,150000,3000
14356,229267,72,179,578000,350000,1000
14357,242835,74,187,1000000,500000,2000
14358,221332,72,172,494000,260000,4000
14359,241812,76,176,986000,475000,1000
14360,204437,76,185,,240000,4000
14361,207509,72,161,497000,280000,4000
14362,226709,69,154,,425000,3000
14363,244886,72,165,449000,260000,2000
14364,184726,74,168,350000,200000,2000
14365,198039,76,194,402000,220000,1000
14366,229783,76,201,1000000,400000,3000
14367,193943,69,176,438000,250000,3000
14368,231064,73,183,,0,0
14369,241048,73,163,,0,0
14370,216473,73,168,488000,250000,1000
14371,191897,69,146,250000,200000,1000
14372,221850,74,179,579000,260000,3000
14373,229530,74,185,468000,260000,1000
14374,238234,65,132,855000,450000,5000
14375,240026,68,150,11000000,525000,1000
14376,245402,68,154,788000,375000,3000
14377,221339,69,159,,375000,5000
14378,221595,71,174,216000,160000,1000
14379,232603,72,165,421000,290000,2000
14380,221852,74,172,556000,250000,2000
14381,244636,70,172,560000,350000,1000
14382,245148,67,150,512000,325000,2000
14383,208797,66,154,,300000,2000
14384,231837,72,165,639000,350000,1000
14385,238493,69,157,620000,400000,1000
14386,240285,73,165,984000,525000,1000
14387,149662,74,187,47000,30000,1000
14388,234654,74,179,425000,270000,3000
14389,235422,69,152,371000,280000,2000
14390,242334,68,168,956000,450000,1000
14391,246430,75,176,12000000,525000,5000
14392,231071,70,163,455000,260000,1000
14393,241055,69,157,12000000,450000,2000
14394,244639,70,168,713000,375000,2000
14395,215968,74,185,413000,250000,1000
14396,222624,71,163,344000,160000,3000
14397,231840,69,150,1000000,500000,1000
14398,241568,69,152,13000000,525000,2000
14399,213665,72,174,683000,350000,3000
14400,222625,72,159,493000,270000,2000
14401,223393,74,165,,300000,2000
14402,228769,73,174,620000,400000,1000
14403,240801,72,170,680000,400000,3000
14404,244641,73,181,577000,325000,2000
14405,212642,70,154,431000,325000,1000
14406,241058,71,168,593000,325000,1000
14407,192674,73,181,325000,200000,1000
14408,224675,71,152,823000,350000,2000
14409,237987,72,170,421000,290000,1000
14410,243619,73,168,11000000,550000,1000
14411,200356,72,159,176000,130000,1000
14412,223908,71,154,471000,325000,1000
14413,224164,74,168,690000,300000,4000
14414,228772,76,172,455000,260000,2000
14415,170660,72,159,203000,140000,2000
14416,208037,72,168,458000,300000,3000
14417,219813,74,176,493000,290000,1000
14418,225189,72,163,788000,450000,1000
14419,228517,69,141,12000000,475000,4000
14420,232357,67,143,544000,375000,1000
14421,203430,76,157,585000,300000,3000
14422,222118,72,168,352000,160000,3000
14423,233894,69,154,946000,425000,1000
14424,220584,76,207,508000,350000,1000
14425,221864,73,172,601000,270000,2000
14426,244392,68,148,683000,350000,1000
14427,209065,71,165,371000,280000,1000
14428,226729,76,172,,350000,2000
14429,232873,75,176,963000,500000,2000
14430,240041,69,154,13000000,525000,4000
14431,241833,66,143,12000000,550000,2000
14432,209834,71,154,398000,300000,1000
14433,152746,70,161,233000,150000,1000
14434,227498,71,172,593000,325000,3000
14435,242602,74,190,13000000,500000,1000
14436,244650,65,143,595000,350000,3000
14437,204459,77,183,493000,270000,2000
14438,193707,72,161,368000,210000,3000
14439,243884,68,139,880000,400000,2000
14440,238765,69,154,12000000,500000,1000
14441,242093,73,165,431000,325000,1000
14442,224942,69,152,11000000,550000,1000
14443,169391,73,154,123000,70000,2000
14444,238511,74,170,13000000,500000,2000
14445,208816,69,172,593000,325000,2000
14446,230064,73,168,578000,350000,2000
14447,209842,73,187,463000,325000,1000
14448,243122,71,161,891000,475000,1000
14449,243378,71,170,12000000,550000,2000
14450,244658,68,150,421000,290000,1000
14451,188594,70,163,366000,240000,2000
14452,240563,67,154,14000000,500000,1000
14453,241075,69,148,14000000,550000,1000
14454,242611,75,157,986000,475000,1000
14455,230068,71,154,12000000,475000,3000
14456,238516,72,176,14000000,475000,3000
14457,204725,75,187,265000,200000,1000
14458,228021,73,174,512000,230000,2000
14459,228789,78,187,,350000,4000
14460,229557,69,159,581000,375000,1000
14461,223670,74,165,508000,350000,2000
14462,241590,77,201,11000000,475000,1000
14463,245174,70,170,13000000,550000,1000
14464,213687,71,183,731000,375000,1000
14465,226231,68,152,427000,280000,1000
14466,236471,69,132,891000,475000,1000
14467,238519,71,176,694000,375000,3000
14468,245687,70,165,351000,260000,1000
14469,236216,65,137,999000,425000,1000
14470,244408,69,159,683000,350000,1000
14471,242105,73,172,471000,325000,1000
14472,212923,69,159,358000,270000,1000
14473,227515,71,165,620000,400000,1000
14474,241339,71,159,409000,190000,4000
14475,242875,71,170,538000,250000,3000
14476,224188,71,170,371000,260000,1000
14477,237500,68,139,650000,325000,3000
14478,237757,74,165,938000,500000,1000
14479,244669,73,170,701000,425000,1000
14480,245693,66,143,313000,250000,1000
14481,234686,70,152,1000000,475000,2000
14482,242622,69,150,338000,270000,1000
14483,192447,75,187,406000,280000,1000
14484,222144,69,150,431000,325000,1000
14485,237761,71,172,100000,80000,1000
14486,191937,74,185,250000,200000,1000
14487,222402,69,154,,0,0
14488,237506,69,137,14000000,550000,1000
14489,239810,70,161,11000000,500000,2000
14490,242370,67,165,962000,475000,1000
14491,236995,73,172,630000,350000,2000
14492,242883,70,161,384000,290000,1000
14493,236228,72,163,601000,325000,1000
14494,212165,71,170,431000,325000,1000
14495,232645,73,172,956000,450000,1000
14496,226246,69,161,620000,400000,1000
14497,230854,71,161,700000,400000,1000
14498,245446,68,146,465000,300000,1000
14499,237255,74,185,638000,375000,1000
14500,239815,70,165,512000,325000,2000
14501,227784,75,187,,350000,1000
14502,235464,74,165,735000,350000,2000
14503,243912,73,172,,550000,2000
14504,218057,71,165,427000,280000,1000
14505,238793,72,168,618000,325000,3000
14506,221386,70,159,638000,375000,1000
14507,243914,73,168,496000,325000,1000
14508,223947,73,168,683000,350000,3000
14509,239051,73,190,493000,270000,1000
14510,243659,74,176,400000,200000,4000
14511,233164,78,179,11000000,450000,3000
14512,186572,70,148,420000,240000,4000
14513,239821,69,143,900000,450000,2000
14514,184269,74,172,350000,200000,2000
14515,214478,71,172,520000,325000,1000
14516,228558,71,152,398000,300000,1000
14517,238798,70,168,619000,375000,1000
14518,241102,70,152,495000,300000,3000
14519,210639,68,194,780000,400000,3000
14520,225999,69,154,544000,375000,2000
14521,236239,73,168,11000000,450000,3000
14522,218576,70,154,566000,290000,2000
14523,231120,70,170,347000,210000,2000
14524,235472,67,157,342000,240000,1000
14525,242640,70,161,984000,525000,1000
14526,242641,70,154,14000000,450000,2000
14527,181457,75,163,298000,170000,3000
14528,19410,75,172,228000,130000,3000
14529,221394,70,148,648000,350000,3000
14530,236754,71,181,325000,260000,1000
14531,239570,69,159,,425000,4000
14532,242386,75,161,12000000,475000,3000
14533,211667,70,137,450000,290000,1000
14534,228307,69,170,731000,375000,1000
14535,199893,70,152,338000,270000,1000
14536,210901,69,148,,270000,4000
14537,228053,72,150,923000,450000,10000
14538,236757,72,168,698000,450000,1000
14539,180181,75,190,264000,170000,1000
14540,244438,70,161,,475000,4000
14541,225751,73,168,11000000,450000,2000
14542,237015,80,207,431000,325000,2000
14543,203224,74,187,345000,260000,2000
14544,233176,65,134,616000,425000,1000
14545,235736,71,146,14000000,550000,7000
14546,182489,72,154,263000,150000,2000
14547,186842,68,163,228000,130000,1000
14548,214747,64,143,428000,300000,1000
14549,235995,72,163,619000,375000,1000
14550,240091,74,168,613000,350000,1000
14551,148700,74,194,113000,90000,1000
14552,214748,69,163,581000,375000,1000
14553,230876,74,183,945000,450000,7000
14554,235228,66,134,760000,400000,4000
14555,241116,75,165,613000,350000,1000
14556,242908,70,163,13000000,500000,3000
14557,244956,69,163,12000000,550000,2000
14558,215517,73,168,442000,290000,1000
14559,244189,71,165,593000,325000,1000
14560,245725,67,146,760000,400000,2000
14561,238558,74,176,743000,450000,1000
14562,244190,75,185,613000,350000,1000
14563,138719,75,172,350000,200000,3000
14564,209375,67,154,458000,300000,2000
14565,212960,72,172,250000,200000,1000
14566,242656,77,163,1000000,425000,1000
14567,244448,74,172,946000,425000,5000
14568,245216,69,157,861000,425000,1000
14569,225505,71,165,504000,325000,1000
14570,237793,67,139,338000,270000,2000
14571,244449,68,143,11000000,475000,7000
14572,245217,72,181,368000,210000,2000
14573,219874,71,154,683000,350000,2000
14574,228834,69,154,544000,375000,1000
14575,230882,72,183,735000,350000,6000
14576,231650,72,165,1000000,500000,3000
14577,232930,69,141,358000,270000,2000
14578,235234,73,163,463000,325000,1000
14579,173538,72,181,438000,250000,2000
14580,242402,71,165,878000,450000,1000
14581,246242,71,165,880000,400000,3000
14582,215011,71,172,305000,210000,2000
14583,199908,74,181,428000,300000,1000
14584,212964,71,152,325000,260000,1000
14585,231652,74,170,780000,400000,2000
14586,237796,65,137,544000,375000,1000
14587,242404,69,154,750000,375000,3000
14588,243172,71,159,12000000,550000,1000
14589,209893,71,165,345000,260000,1000
14590,210149,71,159,446000,270000,5000
14591,223717,71,165,893000,425000,6000
14592,226021,68,148,623000,280000,2000
14593,237797,67,146,250000,200000,1000
14594,244453,68,152,438000,250000,2000
14595,234982,72,165,653000,450000,2000
14596,237030,69,143,544000,375000,1000
14597,241382,70,132,13000000,500000,3000
14598,242918,70,161,743000,450000,2000
14599,241383,68,141,11000000,450000,2000
14600,226024,69,161,578000,350000,2000
14601,238056,72,168,12000000,500000,1000
14602,243688,68,143,,525000,1000
14603,245992,68,150,16000000,550000,7000
14604,228073,72,161,779000,350000,3000
14605,232937,73,168,263000,210000,1000
14606,240873,72,157,920000,400000,2000
14607,211434,74,172,421000,290000,1000
14608,230890,73,179,653000,450000,1000
14609,235242,74,174,701000,425000,1000
14610,216299,71,168,634000,325000,1000
14611,236011,74,172,,425000,7000
14612,235244,75,179,963000,500000,3000
14613,240876,74,187,1000000,500000,2000
14614,210925,67,146,446000,270000,4000
14615,232941,66,152,175000,140000,1000
14616,239853,77,212,619000,375000,2000
14617,242925,72,165,313000,250000,2000
14618,244717,72,161,14000000,525000,1000
14619,222702,72,174,,250000,1000
14620,223982,73,165,546000,280000,1000
14621,203504,74,183,593000,325000,2000
14622,226544,72,170,480000,300000,1000
14623,235504,67,146,938000,475000,1000
14624,241648,75,190,289000,210000,1000
14625,229105,72,165,701000,425000,2000
14626,230897,72,161,683000,350000,1000
14627,239090,71,163,495000,300000,2000
14628,216563,71,150,457000,290000,1000
14629,237299,70,161,421000,290000,1000
14630,198132,73,181,365000,200000,1000
14631,242164,68,157,325000,260000,1000
14632,200693,77,181,345000,260000,1000
14633,215285,71,170,613000,350000,1000
14634,239605,72,174,405000,270000,2000
14635,239606,69,154,660000,400000,1000
14636,241654,69,165,325000,260000,1000
14637,183542,70,179,613000,350000,1000
14638,170743,71,170,290000,200000,2000
14639,242424,65,139,760000,400000,1000
14640,243704,70,154,508000,350000,2000
14641,190200,67,154,438000,250000,2000
14642,238329,73,165,11000000,550000,2000
14643,233466,75,187,797000,425000,1000
14644,232187,69,154,471000,325000,1000
14645,237307,72,170,638000,375000,1000
14646,238075,73,170,13000000,525000,8000
14647,237052,72,172,325000,260000,1000
14648,244476,73,165,12000000,475000,2000
14649,220669,70,163,780000,400000,2000
14650,244989,66,137,11000000,525000,1000
14651,216318,69,152,442000,290000,1000
14652,242174,68,154,581000,375000,1000
