Id;Location;Year;Kilometers_Driven;Fuel_Type
5211;Coimbatore;2017;68557;Diesel
5212;Hyderabad;2016;34000;Diesel
5213;Pune;2015;77000;Diesel
5214;Mumbai;2012;48000;Diesel
5215;Coimbatore;2015;28232;Petrol
5216;Chennai;2011;110000;Diesel
5217;Chennai;2009;120000;Diesel
5218;Mumbai;2013;49000;Diesel
5219;Kolkata;2014;22000;Petrol
5220;Coimbatore;2015;14925;Petrol
5221;Mumbai;2013;75000;Diesel
5222;Chennai;2015;23000;Petrol
5223;Mumbai;2014;57000;Petrol
5224;Kochi;2013;76718;Diesel
5225;Pune;2016;138000;Diesel
5226;Hyderabad;2013;140000;Diesel
5227;Mumbai;2008;110000;Petrol
5228;Pune;2005;126000;Petrol
5229;Bangalore;2012;73000;Diesel
5230;Kochi;2017;63423;Diesel
5231;Kochi;2013;62132;Petrol
5232;Mumbai;2013;51000;Petrol
5233;Hyderabad;2015;75000;Diesel
5234;Kolkata;2008;55410;Petrol
5235;Mumbai;2015;41000;Petrol
5236;Chennai;2012;45000;Diesel
5237;Kochi;2018;53322;Petrol
5238;Jaipur;2013;48000;Petrol
5239;Hyderabad;2013;72000;Diesel
5240;Kochi;2013;50266;Petrol
5241;Hyderabad;2017;21800;Petrol
5242;Bangalore;2014;45000;Diesel
5243;Delhi;2010;62000;Petrol
5244;Chennai;2014;41681;Petrol
5245;Delhi;2011;69313;Petrol
5246;Pune;2017;49000;Diesel
5247;Coimbatore;2012;40471;Diesel
5248;Ahmedabad;2013;60000;Diesel
5249;Jaipur;2018;1001;Petrol
5250;Bangalore;2008;38000;Petrol
5251;Mumbai;2008;66000;Diesel
5252;Kochi;2017;33901;Diesel
5253;Hyderabad;2011;57000;Diesel
5254;Pune;2013;170000;Diesel
5255;Hyderabad;2014;60000;Diesel
5256;Pune;2016;85000;Diesel
5257;Kolkata;2016;146000;Petrol
5258;Kolkata;2014;56002;Diesel
5259;Mumbai;2016;8554;Petrol
5260;Jaipur;2014;62322;Diesel
5261;Kochi;2015;37929;Petrol
5262;Chennai;2016;5400;Petrol
5263;Kolkata;2013;60000;Diesel
5264;Kochi;2014;55730;Diesel
5265;Hyderabad;2015;62000;Diesel
5266;Kochi;2017;14576;Petrol
5267;Mumbai;2017;17000;Petrol
5268;Mumbai;2009;28000;Petrol
5269;Ahmedabad;2012;58200;Diesel
5270;Bangalore;2002;53000;Petrol
5271;Kochi;2018;12278;Petrol
5272;Coimbatore;2018;17665;Petrol
5273;Hyderabad;2004;200000;Diesel
5274;Mumbai;2011;55893;Petrol
5275;Kochi;2015;60586;Petrol
5276;Ahmedabad;2015;13500;Diesel
5277;Jaipur;2017;30000;Petrol
5278;Delhi;2018;12000;Diesel
5279;Kolkata;2017;65000;Petrol
5280;Kolkata;2014;38000;Petrol
5281;Mumbai;2012;25000;Petrol
5282;Mumbai;2011;100000;Diesel
5283;Mumbai;2014;13710;Petrol
5284;Jaipur;2015;100000;Diesel
5285;Hyderabad;2017;17000;Petrol
5286;Chennai;2008;89000;Diesel
5287;Jaipur;2006;100173;Petrol
5288;Pune;2009;97000;Petrol
5289;Delhi;2016;40190;Petrol
5290;Hyderabad;2016;29647;Diesel
5291;Kochi;2018;43639;Petrol
5292;Kochi;2012;37333;Petrol
5293;Kochi;2018;48407;Petrol
5294;Delhi;2011;25000;Petrol
5295;Pune;2010;72400;Petrol
5296;Delhi;2012;18000;Petrol
5297;Pune;2012;65167;Petrol
5298;Kochi;2016;25418;Petrol
5299;Coimbatore;2013;38995;Diesel
5300;Chennai;2012;60000;Diesel
5301;Delhi;2011;72000;Diesel
5302;Coimbatore;2016;31075;Diesel
5303;Kolkata;2015;4311;Diesel
5304;Bangalore;2017;21000;Diesel
5305;Bangalore;2011;54000;Diesel
5306;Mumbai;2007;50000;Petrol
5307;Delhi;2018;13000;Petrol
5308;Pune;2013;74000;Petrol
5309;Pune;2009;75000;Petrol
5310;Chennai;2017;25000;Diesel
5311;Hyderabad;2012;139000;Diesel
5312;Mumbai;2015;52000;Diesel
5313;Chennai;2015;20000;Diesel
5314;Kochi;2018;32663;Diesel
5315;Delhi;2012;76777;Diesel
5316;Hyderabad;2016;100303;Diesel
5317;Kochi;2015;43993;Petrol
5318;Kochi;2016;72118;Diesel
5319;Bangalore;2010;83000;Petrol
5320;Mumbai;2016;7523;Petrol
5321;Mumbai;2014;34670;Petrol
5322;Ahmedabad;2016;30000;Diesel
5323;Chennai;2017;17000;Diesel
5324;Delhi;2015;59261;Diesel
5325;Kochi;2016;65210;Diesel
5326;Bangalore;2016;19000;Petrol
5327;Hyderabad;2012;50000;Petrol
5328;Hyderabad;2015;47000;Diesel
5329;Mumbai;2007;75000;Petrol
5330;Pune;2013;54534;Petrol
5331;Ahmedabad;2018;13000;Diesel
5332;Bangalore;2015;48808;Petrol
5333;Pune;2012;63001;Diesel
5334;Hyderabad;2015;64771;Diesel
5335;Mumbai;2016;34634;Petrol
5336;Bangalore;2012;69242;Petrol
5337;Kochi;2011;33292;Petrol
5338;Pune;2012;55000;Petrol
5339;Pune;2019;1000;Petrol
5340;Chennai;2011;80000;Petrol
5341;Coimbatore;2016;65003;Diesel
5342;Coimbatore;2019;16573;Petrol
5343;Pune;2008;152633;Petrol
5344;Bangalore;2015;53000;Petrol
5345;Hyderabad;2017;50129;Diesel
5346;Hyderabad;2013;63716;Diesel
5347;Mumbai;2018;11000;Petrol
5348;Chennai;2012;115000;Diesel
5349;Delhi;2013;63265;Petrol
5350;Pune;2016;20000;Diesel
5351;Pune;2010;79000;Petrol
5352;Mumbai;2015;41000;Petrol
5353;Kochi;2015;26323;Petrol
5354;Pune;2016;76000;Diesel
5355;Hyderabad;2008;69972;Petrol
5356;Kolkata;2008;69000;Petrol
5357;Jaipur;2016;65000;Diesel
5358;Hyderabad;2016;29512;Petrol
5359;Kolkata;2017;51000;Diesel
5360;Mumbai;2014;58003;Diesel
5361;Hyderabad;2013;56500;Petrol
5362;Bangalore;2014;29063;Diesel
5363;Coimbatore;2018;46811;Diesel
5364;Coimbatore;2014;31897;Petrol
5365;Mumbai;2009;52100;Diesel
5366;Hyderabad;2016;73000;Diesel
5367;Kolkata;2009;31423;Petrol
5368;Chennai;2014;75180;Diesel
5369;Mumbai;2013;75000;Diesel
5370;Mumbai;2014;15000;Petrol
5371;Mumbai;2015;12000;Petrol
5372;Pune;2014;32000;Diesel
5373;Hyderabad;2017;44504;Diesel
5374;Ahmedabad;2012;66000;Diesel
5375;Jaipur;2015;39437;Diesel
5376;Coimbatore;2017;36931;Diesel
5377;Bangalore;2016;17800;Petrol
5378;Hyderabad;2009;71346;Petrol
5379;Delhi;2015;45000;Petrol
5380;Hyderabad;2010;85155;Petrol
5381;Mumbai;2015;48823;Petrol
5382;Delhi;2015;37000;Diesel
5383;Hyderabad;2005;92000;Diesel
5384;Mumbai;2014;36000;Petrol
5385;Delhi;2016;24569;Diesel
5386;Mumbai;2008;95000;Petrol
5387;Coimbatore;2015;25811;Petrol
5388;Ahmedabad;2015;65000;Diesel
5389;Chennai;2017;100400;Diesel
5390;Jaipur;2014;76414;Diesel
5391;Kochi;2012;82103;Diesel
5392;Pune;2013;98000;Diesel
5393;Pune;2010;45252;Petrol
5394;Delhi;2017;10300;Petrol
5395;Kochi;2016;42024;Diesel
5396;Kochi;2018;51236;Diesel
5397;Mumbai;2013;52000;Petrol
5398;Coimbatore;2015;42894;Diesel
5399;Mumbai;2011;68000;Diesel
5400;Delhi;2014;69000;Diesel
5401;Pune;2017;10000;Petrol
5402;Chennai;2015;16000;Petrol
5403;Kolkata;2013;46992;Diesel
5404;Pune;2010;170000;Diesel
5405;Delhi;2014;58000;Diesel
5406;Jaipur;2015;50000;Diesel
5407;Kolkata;2011;39010;Diesel
5408;Jaipur;2016;26946;Petrol
5409;Pune;2015;28700;Petrol
5410;Chennai;2011;60000;Petrol
5411;Delhi;2014;38999;Diesel
5412;Mumbai;2016;39000;Diesel
5413;Coimbatore;2018;7784;Petrol
5414;Kochi;2014;45710;Petrol
5415;Chennai;2017;42000;Petrol
5416;Coimbatore;2013;75995;Diesel
5417;Kolkata;2013;57000;Diesel
5418;Chennai;2013;85350;Diesel
5419;Coimbatore;2016;82725;Petrol
5420;Mumbai;2016;19000;Diesel
5421;Chennai;2018;13900;Petrol
5422;Hyderabad;2014;108000;Diesel
5423;Bangalore;2016;36000;Diesel
5424;Hyderabad;2013;62188;Diesel
5425;Kochi;2015;58397;Diesel
5426;Chennai;2006;85000;Petrol
5427;Delhi;2016;30000;Petrol
5428;Kochi;2018;29907;Diesel
5429;Kolkata;2009;46000;Diesel
5430;Bangalore;2012;65000;Diesel
5431;Delhi;2016;22000;Diesel
5432;Chennai;2002;99024;Petrol
5433;Kochi;2016;34952;Petrol
5434;Kochi;2019;13913;Petrol
5435;Chennai;2014;71000;Diesel
5436;Chennai;2012;97000;Diesel
5437;Delhi;2017;21000;Diesel
5438;Mumbai;2007;116000;Diesel
5439;Kolkata;2012;110438;Diesel
5440;Coimbatore;2017;66507;Petrol
5441;Coimbatore;2017;54650;Diesel
5442;Hyderabad;2014;32000;Petrol
5443;Coimbatore;2011;75378;Diesel
5444;Chennai;2012;82697;Diesel
5445;Chennai;2009;135000;Petrol
5446;Chennai;2012;149000;Diesel
5447;Kochi;2016;26212;Diesel
5448;Pune;2014;23500;Petrol
5449;Coimbatore;2013;56127;Petrol
5450;Mumbai;2015;26000;Petrol
5451;Kolkata;2016;26000;Diesel
5452;Kolkata;2009;42000;Petrol
5453;Pune;2001;130000;Petrol
5454;Kochi;2009;137148;Petrol
5455;Kolkata;2010;114703;Petrol
5456;Kochi;2014;97439;Diesel
5457;Chennai;2006;40000;Petrol
5458;Hyderabad;2014;81609;Diesel
5459;Bangalore;2014;28000;Diesel
5460;Bangalore;2015;37500;Diesel
5461;Hyderabad;2010;37000;Diesel
5462;Ahmedabad;2010;83000;Diesel
5463;Coimbatore;2005;79012;Petrol
5464;Kochi;2018;27395;Diesel
5465;Jaipur;2017;35362;Petrol
5466;Delhi;2014;117000;Diesel
5467;Mumbai;2010;23000;Petrol
5468;Kochi;2014;59508;Petrol
5469;Chennai;2009;69000;Petrol
5470;Bangalore;2010;58000;Diesel
5471;Jaipur;2014;88511;Diesel
5472;Pune;2011;66000;Petrol
5473;Delhi;2009;65000;Petrol
5474;Coimbatore;2015;30676;Petrol
5475;Chennai;2011;76000;Diesel
5476;Pune;2013;23627;Petrol
5477;Kochi;2018;52827;Diesel
5478;Kochi;2015;64465;Diesel
5479;Chennai;2018;14000;Petrol
5480;Mumbai;2015;26000;Petrol
5481;Hyderabad;2011;78203;Diesel
5482;Mumbai;2017;27000;Diesel
5483;Coimbatore;2018;31919;Petrol
5484;Coimbatore;2016;47392;Diesel
5485;Mumbai;2016;17362;Petrol
5486;Kochi;2016;49716;Diesel
5487;Delhi;2014;48000;Petrol
5488;Kolkata;2009;46000;Diesel
5489;Bangalore;2016;79000;Diesel
5490;Pune;2013;57000;Diesel
5491;Delhi;2016;29754;Petrol
5492;Ahmedabad;2012;50123;Diesel
5493;Kochi;2012;57184;Petrol
5494;Mumbai;2007;75000;Diesel
5495;Mumbai;2015;26000;Diesel
5496;Delhi;2016;22129;Petrol
5497;Hyderabad;2011;127887;Diesel
5498;Hyderabad;2006;92000;Diesel
5499;Hyderabad;2011;60634;Petrol
5500;Hyderabad;2014;90000;Diesel
5501;Kolkata;2009;59000;Petrol
5502;Hyderabad;2012;59293;Petrol
5503;Mumbai;2012;80753;Diesel
5504;Delhi;2015;40000;Diesel
5505;Pune;2014;103000;Diesel
5506;Hyderabad;2012;72389;LPG
5507;Pune;2017;48000;Diesel
5508;Kolkata;2014;41000;Petrol
5509;Jaipur;2016;26000;Petrol
5510;Jaipur;2012;30000;Petrol
5511;Hyderabad;2014;74624;Diesel
5512;Kochi;2015;47877;Diesel
5513;Jaipur;2016;35000;Petrol
5514;Ahmedabad;2015;52123;Diesel
5515;Bangalore;2005;90000;Diesel
5516;Mumbai;2018;1400;Diesel
5517;Chennai;2009;122000;Petrol
5518;Kochi;2016;21110;Petrol
5519;Pune;2015;78000;Diesel
5520;Jaipur;2012;72000;Diesel
5521;Hyderabad;2006;48000;Petrol
5522;Pune;2013;43486;Diesel
5523;Hyderabad;2007;199000;Diesel
5524;Chennai;2010;34000;Petrol
5525;Bangalore;2016;37944;Diesel
5526;Mumbai;2017;30000;Diesel
5527;Coimbatore;2015;64005;Petrol
5528;Delhi;2012;62000;Petrol
5529;Chennai;2005;105000;Petrol
5530;Kochi;2014;59885;Diesel
5531;Hyderabad;2011;144471;Diesel
5532;Coimbatore;2011;63991;Petrol
5533;Pune;2007;72000;Petrol
5534;Mumbai;2015;34895;Petrol
5535;Ahmedabad;2015;97003;Diesel
5536;Kolkata;2015;45000;Petrol
5537;Delhi;2013;45000;Diesel
5538;Bangalore;2013;100000;Diesel
5539;Delhi;2016;70000;Diesel
5540;Coimbatore;2016;37023;Diesel
5541;Chennai;2012;81000;Diesel
5542;Kochi;2017;20789;Diesel
5543;Jaipur;2015;68310;Diesel
5544;Mumbai;2015;47250;Diesel
5545;Delhi;2014;47000;Diesel
5546;Hyderabad;2017;128000;Diesel
5547;Kochi;2017;17702;Petrol
5548;Mumbai;2014;34987;Petrol
5549;Ahmedabad;2017;37000;Diesel
5550;Coimbatore;2017;38271;Petrol
5551;Bangalore;2012;32510;Diesel
5552;Pune;2014;88000;Diesel
5553;Pune;2012;116000;Diesel
5554;Jaipur;2013;156000;Diesel
5555;Delhi;2010;75319;Petrol
5556;Kolkata;2013;28000;Petrol
5557;Bangalore;2017;16500;Diesel
5558;Coimbatore;2016;75637;Diesel
5559;Kochi;2018;32854;Petrol
5560;Kochi;2019;6568;Petrol
5561;Bangalore;2014;30000;Diesel
5562;Kochi;2018;17804;Diesel
5563;Delhi;2011;69768;Petrol
5564;Kochi;2016;62404;Diesel
5565;Bangalore;2012;97000;Diesel
5566;Coimbatore;2016;55687;Diesel
5567;Kolkata;2014;17000;Petrol
5568;Coimbatore;2017;34232;Diesel
5569;Chennai;2004;135000;Petrol
5570;Chennai;2012;80000;Diesel
5571;Bangalore;2014;31045;Petrol
5572;Pune;2013;58000;Diesel
5573;Kochi;2018;35480;Diesel
5574;Hyderabad;2016;62287;Diesel
5575;Coimbatore;2015;46162;Diesel
5576;Mumbai;2014;9200;Petrol
5577;Kolkata;2012;55339;Diesel
5578;Kolkata;2011;55476;Diesel
5579;Pune;2007;68553;Petrol
5580;Kochi;2016;67376;Diesel
5581;Hyderabad;2013;42000;Diesel
5582;Coimbatore;2019;28069;Diesel
5583;Kochi;2014;93144;Diesel
5584;Hyderabad;2014;24300;Petrol
5585;Hyderabad;2015;47883;Diesel
5586;Kochi;2013;12467;Diesel
5587;Kolkata;2013;56683;Diesel
5588;Bangalore;2013;38000;Petrol
5589;Ahmedabad;2018;35000;Diesel
5590;Pune;2007;80000;Petrol
5591;Pune;2006;125000;Petrol
5592;Chennai;2013;123000;Diesel
5593;Chennai;2012;70000;Petrol
5594;Hyderabad;2012;87982;Diesel
5595;Jaipur;2013;40714;Diesel
5596;Pune;2008;83000;Diesel
5597;Ahmedabad;2011;86000;Petrol
5598;Ahmedabad;2009;60002;Diesel
5599;Jaipur;2013;60000;Diesel
5600;Kolkata;2014;84677;Diesel
5601;Delhi;2017;23000;Diesel
5602;Hyderabad;2016;81424;Diesel
5603;Delhi;2013;36400;Diesel
5604;Chennai;2012;70000;Diesel
5605;Delhi;2015;40000;Diesel
5606;Mumbai;2019;600;Petrol
5607;Pune;2015;65320;Diesel
5608;Pune;2009;79000;Petrol
5609;Mumbai;2018;5000;Petrol
5610;Coimbatore;2019;6028;Petrol
5611;Delhi;2006;86000;Petrol
5612;Kolkata;2013;160000;Diesel
5613;Kochi;2011;59967;Petrol
5614;Coimbatore;2018;43127;Diesel
5615;Kochi;2012;65727;Petrol
5616;Pune;2013;70000;Petrol
5617;Coimbatore;2018;39861;Diesel
5618;Delhi;2017;16485;Diesel
5619;Bangalore;2010;77332;Diesel
5620;Kochi;2017;17489;Petrol
5621;Pune;2012;125000;Diesel
5622;Chennai;2016;35129;Petrol
5623;Hyderabad;2016;22982;Petrol
5624;Pune;2013;54500;Petrol
5625;Ahmedabad;2017;16235;Diesel
5626;Kochi;2017;73641;Petrol
5627;Hyderabad;2015;59572;Diesel
5628;Jaipur;2014;112827;Petrol
5629;Hyderabad;2010;118000;Diesel
5630;Kolkata;2010;60000;Petrol
5631;Mumbai;2012;75059;Petrol
5632;Pune;2018;3000;Diesel
5633;Delhi;2011;78000;Petrol
5634;Kolkata;2012;47000;Diesel
5635;Delhi;2012;42000;Petrol
5636;Kolkata;2018;6820;Diesel
5637;Kochi;2013;55176;Petrol
5638;Kochi;2016;39854;Petrol
5639;Kolkata;2013;24000;Petrol
5640;Jaipur;2016;55000;Diesel
5641;Kochi;2012;45840;Diesel
5642;Pune;2006;155000;Petrol
5643;Pune;2003;125000;Petrol
5644;Coimbatore;2014;52951;Diesel
5645;Kolkata;2013;49000;Petrol
5646;Ahmedabad;2015;52000;Diesel
5647;Mumbai;2001;227000;Diesel
5648;Jaipur;2013;120005;Diesel
5649;Mumbai;2015;33000;Petrol
5650;Delhi;2016;126000;Petrol
5651;Bangalore;2013;66700;Petrol
5652;Jaipur;2014;122000;Diesel
5653;Mumbai;2016;29000;Diesel
5654;Kochi;2014;42315;Petrol
5655;Mumbai;2015;22001;CNG
5656;Kochi;2016;84580;Diesel
5657;Jaipur;2002;75000;Petrol
5658;Pune;2006;85000;Petrol
5659;Delhi;2015;24296;Petrol
5660;Kolkata;2014;40000;Petrol
5661;Chennai;2009;64514;Diesel
5662;Delhi;2016;35000;Petrol
5663;Bangalore;2016;41000;Petrol
5664;Ahmedabad;2008;60123;Petrol
5665;Jaipur;2015;53000;Petrol
5666;Delhi;2017;9000;Petrol
5667;Coimbatore;2015;53497;Petrol
5668;Hyderabad;2007;68000;Diesel
5669;Hyderabad;2014;65000;Diesel
5670;Kolkata;2014;45155;Diesel
5671;Coimbatore;2018;20026;Petrol
5672;Ahmedabad;2015;60000;Diesel
5673;Coimbatore;2019;15976;Diesel
5674;Kochi;2017;30523;Petrol
5675;Kolkata;2013;26300;Diesel
5676;Kolkata;2011;66000;Diesel
5677;Jaipur;2016;70000;Diesel
5678;Ahmedabad;2011;46000;Petrol
5679;Hyderabad;2017;28000;Diesel
5680;Delhi;2017;46000;Petrol
5681;Jaipur;2017;33000;Petrol
5682;Kochi;2017;27718;Petrol
5683;Bangalore;2013;58000;Petrol
5684;Coimbatore;2018;33150;Petrol
5685;Pune;2013;77000;Diesel
5686;Chennai;2007;70000;Diesel
5687;Kolkata;2012;97000;Diesel
5688;Chennai;2012;75300;Diesel
5689;Kochi;2010;69918;Petrol
5690;Coimbatore;2019;4721;Petrol
5691;Kolkata;2014;39163;Diesel
5692;Pune;2013;80000;Petrol
5693;Bangalore;2015;66000;Diesel
5694;Coimbatore;2017;36154;Diesel
5695;Ahmedabad;2012;34000;Petrol
5696;Chennai;2016;60000;Diesel
5697;Jaipur;2015;32000;Diesel
5698;Kochi;2012;79985;Diesel
5699;Bangalore;2014;37600;Diesel
5700;Kochi;2015;31965;Petrol
5701;Kochi;2010;70749;Petrol
5702;Chennai;2013;38000;Diesel
5703;Kochi;2017;41534;Petrol
5704;Jaipur;2017;54455;Diesel
5705;Kolkata;2007;42000;Petrol
5706;Coimbatore;2018;52073;Diesel
5707;Kochi;2018;40175;Diesel
5708;Mumbai;2017;16503;Petrol
5709;Kochi;2017;15029;Petrol
5710;Mumbai;2013;26200;CNG
5711;Hyderabad;2015;76362;Diesel
5712;Kolkata;2007;18700;Petrol
5713;Coimbatore;2015;67585;Diesel
5714;Mumbai;2010;57000;Petrol
5715;Kochi;2019;22321;Petrol
5716;Jaipur;1998;95150;Petrol
5717;Kolkata;2015;36428;Petrol
5718;Hyderabad;2012;73500;Diesel
5719;Kochi;2015;47234;Petrol
5720;Hyderabad;2008;62364;Petrol
5721;Pune;2012;89000;Diesel
5722;Ahmedabad;2013;58653;Diesel
5723;Delhi;2013;30000;Petrol
5724;Coimbatore;2014;64042;Diesel
5725;Chennai;2013;120000;Diesel
5726;Hyderabad;2014;90000;Diesel
5727;Kochi;2018;30733;Diesel
5728;Kolkata;2009;43600;Petrol
5729;Pune;2010;71473;Petrol
5730;Mumbai;2014;39000;Petrol
5731;Hyderabad;2009;84045;Petrol
5732;Mumbai;2014;57004;Petrol
5733;Coimbatore;2012;75464;Petrol
5734;Hyderabad;2006;142000;Diesel
5735;Kochi;2012;118683;Diesel
5736;Delhi;2018;42000;Petrol
5737;Kochi;2019;12800;Petrol
5738;Jaipur;2011;80000;Petrol
5739;Hyderabad;2014;76126;Diesel
5740;Chennai;2017;21000;Diesel
5741;Pune;2013;85000;Diesel
5742;Jaipur;2017;27000;Petrol
5743;Coimbatore;2016;45794;Diesel
5744;Hyderabad;2013;57352;Diesel
5745;Coimbatore;2018;41467;Diesel
5746;Mumbai;2009;42000;Petrol
5747;Delhi;2014;62549;CNG
5748;Hyderabad;2015;67048;Diesel
5749;Kochi;2018;11732;Petrol
5750;Mumbai;2016;37000;Diesel
5751;Hyderabad;2015;30000;Diesel
5752;Hyderabad;2016;53000;Diesel
5753;Jaipur;2014;60000;Diesel
5754;Delhi;2014;65000;Diesel
5755;Ahmedabad;2008;51000;Petrol
5756;Delhi;2015;92000;Diesel
5757;Kolkata;2017;31000;Diesel
5758;Chennai;2017;43917;Petrol
5759;Kolkata;2007;46707;Petrol
5760;Pune;2013;84000;Petrol
5761;Coimbatore;2015;55662;Diesel
5762;Hyderabad;2014;51000;Diesel
5763;Jaipur;2015;24398;Petrol
5764;Hyderabad;2011;78000;Petrol
5765;Delhi;2012;40315;Petrol
5766;Jaipur;2011;83000;Diesel
5767;Kochi;2017;58151;Diesel
5768;Kochi;2017;30519;Diesel
5769;Coimbatore;2019;20712;Petrol
5770;Mumbai;2015;48000;Diesel
5771;Hyderabad;2015;85000;Diesel
5772;Delhi;2013;32000;Petrol
5773;Delhi;2011;52000;Petrol
5774;Hyderabad;2007;58307;Petrol
5775;Mumbai;2013;30000;Diesel
5776;Chennai;2014;40000;Diesel
5777;Kolkata;2015;36000;Petrol
5778;Kochi;2015;58817;Diesel
5779;Chennai;2013;55000;Diesel
5780;Mumbai;2011;39000;Petrol
5781;Delhi;2011;6500;Petrol
5782;Hyderabad;2012;35000;Diesel
5783;Pune;2010;49900;Petrol
5784;Hyderabad;2013;99500;Diesel
5785;Kolkata;2012;33249;Diesel
5786;Delhi;2014;52000;Petrol
5787;Mumbai;2015;45000;Diesel
5788;Hyderabad;2017;22000;Petrol
5789;Kochi;2019;7858;Petrol
5790;Pune;2011;112000;Diesel
5791;Coimbatore;2016;41082;Diesel
5792;Ahmedabad;2009;72000;Petrol
5793;Hyderabad;2011;84912;Petrol
5794;Pune;2015;70000;Diesel
5795;Mumbai;2014;21000;Petrol
5796;Delhi;2016;27000;Petrol
5797;Kolkata;2012;29000;Petrol
5798;Hyderabad;2014;48425;Diesel
5799;Pune;2016;19000;Diesel
5800;Hyderabad;2012;210000;Diesel
5801;Delhi;2013;64000;Petrol
5802;Chennai;2006;200000;Diesel
5803;Chennai;2013;100000;Diesel
5804;Kochi;2013;69140;Diesel
5805;Coimbatore;2019;21214;Petrol
5806;Kolkata;2015;28000;Petrol
5807;Kochi;2017;29085;Petrol
5808;Kolkata;2016;30000;Petrol
5809;Mumbai;2012;32910;Petrol
5810;Kolkata;2015;30000;Diesel
5811;Pune;2010;35102;Petrol
5812;Coimbatore;2017;22831;Petrol
5813;Hyderabad;2013;74911;Diesel
5814;Pune;2015;21000;Petrol
5815;Kochi;2018;37160;Diesel
5816;Jaipur;2011;41000;Petrol
5817;Chennai;2016;37294;Diesel
5818;Coimbatore;2009;56927;Petrol
5819;Kochi;2017;21954;Petrol
5820;Kolkata;2014;50000;Petrol
5821;Coimbatore;2012;78212;Petrol
5822;Delhi;2013;64500;Diesel
5823;Delhi;2014;51000;Diesel
5824;Delhi;2012;52000;Petrol
5825;Mumbai;2015;120000;Diesel
5826;Coimbatore;2017;65792;Diesel
5827;Ahmedabad;2018;30000;Diesel
5828;Coimbatore;2017;54387;Petrol
5829;Mumbai;2018;1617;Petrol
5830;Hyderabad;2015;82000;Diesel
5831;Mumbai;2017;20000;Diesel
5832;Jaipur;2015;98000;Diesel
5833;Delhi;2015;57000;Diesel
5834;Jaipur;2013;250000;Diesel
5835;Hyderabad;2014;56549;Diesel
5836;Bangalore;2012;78500;Diesel
5837;Kochi;2016;55036;Diesel
5838;Pune;2016;55000;Diesel
5839;Chennai;2007;90000;Petrol
5840;Chennai;2007;155000;Diesel
5841;Hyderabad;2018;17810;Diesel
5842;Kochi;2011;42408;Diesel
5843;Ahmedabad;2005;81000;Petrol
5844;Pune;2008;52000;Petrol
5845;Mumbai;2013;35000;Diesel
5846;Delhi;2013;60000;Petrol
5847;Mumbai;2015;27000;Diesel
5848;Coimbatore;2017;55975;Diesel
5849;Pune;2016;115000;Diesel
5850;Hyderabad;2016;132000;Diesel
5851;Mumbai;2015;40337;Petrol
5852;Chennai;2008;192000;Diesel
5853;Bangalore;2016;50000;Diesel
5854;Kochi;2016;28147;Petrol
5855;Mumbai;2015;20000;Petrol
5856;Chennai;2016;11000;Petrol
5857;Jaipur;2009;63000;Petrol
5858;Kochi;2014;36967;Petrol
5859;Jaipur;2016;73053;Diesel
5860;Coimbatore;2019;16392;Diesel
5861;Chennai;2007;79000;Petrol
5862;Jaipur;2013;67000;Petrol
5863;Mumbai;2015;48600;Diesel
5864;Bangalore;2014;70000;Diesel
5865;Pune;2014;84000;Diesel
5866;Mumbai;2013;49106;Petrol
5867;Mumbai;2017;35000;Diesel
5868;Kochi;2014;51240;Diesel
5869;Kolkata;2011;37000;Petrol
5870;Kochi;2017;32587;Petrol
5871;Pune;2009;180000;Diesel
5872;Kochi;2017;21248;Diesel
5873;Pune;2006;47200;Petrol
5874;Delhi;2014;40000;Petrol
5875;Ahmedabad;2019;4000;Diesel
5876;Mumbai;2017;23700;CNG
5877;Delhi;2011;57000;Diesel
5878;Kolkata;2014;37000;Petrol
5879;Jaipur;2014;70000;Diesel
5880;Coimbatore;2012;92469;Diesel
5881;Pune;2015;55000;CNG
5882;Ahmedabad;2017;20000;Petrol
5883;Delhi;2015;42000;Petrol
5884;Kolkata;2014;28000;Diesel
5885;Pune;2010;93000;Petrol
5886;Mumbai;2015;23000;Petrol
5887;Bangalore;2016;36000;Diesel
5888;Chennai;2014;52000;Petrol
5889;Hyderabad;2015;59245;Diesel
5890;Pune;2018;31000;Diesel
5891;Pune;2015;83000;Petrol
5892;Hyderabad;2004;81500;Petrol
5893;Chennai;2008;51000;Petrol
5894;Hyderabad;2018;9900;Petrol
5895;Pune;2004;94000;Petrol
5896;Kochi;2017;27100;Petrol
5897;Kolkata;2015;12000;Petrol
5898;Mumbai;2013;29000;Diesel
5899;Mumbai;2013;65000;Diesel
5900;Coimbatore;2017;50794;Diesel
5901;Mumbai;2014;59000;Diesel
5902;Mumbai;2012;72000;CNG
5903;Hyderabad;2017;15234;Petrol
5904;Mumbai;2015;44000;Diesel
5905;Hyderabad;2016;125000;Diesel
5906;Chennai;2011;100000;Diesel
5907;Coimbatore;2017;34686;Diesel
5908;Pune;2011;98000;Diesel
5909;Delhi;2015;90000;Diesel
5910;Pune;2007;81000;Petrol
5911;Chennai;2012;55000;Diesel
5912;Bangalore;2013;52910;Diesel
5913;Chennai;2010;100000;Diesel
5914;Hyderabad;2003;132000;Diesel
5915;Mumbai;2014;18000;Petrol
5916;Kolkata;2005;50000;Petrol
5917;Bangalore;2012;33000;Petrol
